item_name,qty_sold(kg)
Chinese Cabbage,0.313
Yunnan Lettuces,0.261
Net Lotus Root (1),0.764
Broccoli,0.286
Paopaojiao (Jingpin),0.338
Yunnan Lettuces,0.551
Eggplant (2),0.587
Paopaojiao (Jingpin),0.351
Net Lotus Root (1),0.714
Needle Mushroom (1),0.376
Luosi Pepper,0.371
Broccoli,0.415
Red Pepper (1),0.357
Yunnan Lettuces,0.591
Paopaojiao (Jingpin),0.539
Broccoli,0.908
Yellow Xincai (1),0.487
Net Lotus Root (1),0.476
Green Eggplant (1),0.518
Xixia Mushroom (1),0.862
Broccoli,1.059
Broccoli,0.787
Spinach,0.615
Chinese Cabbage,1.658
Naibaicai,0.352
Luosi Pepper,0.231
Yunnan Lettuces,0.351
Xixia Mushroom (1),0.211
Net Lotus Root (1),0.739
Yellow Xincai (1),0.473
Yellow Xincai (1),0.301
Needle Mushroom (1),0.426
Net Lotus Root (1),1.566
Needle Mushroom (1),0.426
Shanghaiqing,0.535
Spinach,0.258
Yellow Xincai (1),0.602
Garden Chrysanthemum,0.25
Shanghaiqing,0.846
Yunnan Shengcai,0.835
Xixia Mushroom (1),0.294
Wawacai,1.0
Xixia Mushroom (1),0.193
Niushou Youcai,0.502
Yunnan Shengcai,0.428
Spinach,0.579
Xixia Mushroom (1),0.651
Qinggengsanhua,0.602
Net Lotus Root (1),1.078
Zhuyecai,0.485
Shanghaiqing,0.49
Broccoli,0.351
Yunnan Shengcai,0.355
Eggplant (2),0.602
Huangbaicai (2),0.727
Net Lotus Root (1),0.927
Xixia Mushroom (1),0.353
Green Line Pepper,0.255
Apricot Bao Mushroom (1),0.192
Broccoli,0.386
Broccoli,0.923
Jigu Mushroom (Bunch),1.0
Yunnan Shengcai,0.679
Red Pepper (1),0.106
Paopaojiao (Jingpin),0.1
Xixia Mushroom (1),0.257
Eggplant (2),0.401
Qinggengsanhua,0.501
Paopaojiao (Jingpin),0.401
Huangbaicai (2),0.689
Yunnan Shengcai,0.491
Luosi Pepper,0.271
Xixia Mushroom (1),0.206
Zhuyecai,0.418
Xixia Mushroom (1),0.243
Luosi Pepper,0.431
Zhuyecai,0.485
Spinach,0.937
Broccoli,0.436
Green Line Pepper,0.137
Red Hang Pepper,0.143
Paopaojiao (Jingpin),0.426
Net Lotus Root (1),0.94
Qinggengsanhua,0.564
Yunnan Shengcai,0.574
Eggplant (2),0.831
Net Lotus Root (1),0.99
Paopaojiao (Jingpin),0.301
Spinach,0.336
Niushou Youcai,0.418
Naibaicai,0.226
Broccoli,0.372
Paopaojiao (Jingpin),0.288
Caixin,0.652
Zhuyecai,0.468
Paopaojiao (Jingpin),0.263
Xixia Mushroom (1),0.514
Net Lotus Root (1),0.627
Xixia Mushroom (1),0.184
Paopaojiao (Jingpin),0.351
Xixia Mushroom (1),0.495
Paopaojiao (Jingpin),0.439
Eggplant (2),0.888
The White Mushroom (Bag),1.0
Garden Chrysanthemum,0.643
Haixian Mushroom (Bag) (1),1.0
Xixia Mushroom (1),0.184
Yunnan Lettuces,0.17
Yunnan Shengcai,0.449
Needle Mushroom (1),0.426
Needle Mushroom (Bag) (1),1.0
Yunnan Lettuces,0.451
Needle Mushroom (Bag) (1),1.0
Broccoli,0.372
Sweet Chinese Cabbage,0.89
Xixia Mushroom (1),0.174
Naibaicai,0.452
Qinggengsanhua,0.476
Paopaojiao (Jingpin),0.439
Paopaojiao (Jingpin),0.15
Yunnan Shengcai,0.251
Xixia Mushroom (1),0.321
Naibaicai,0.452
Red Pepper (1),0.169
Paopaojiao (Jingpin),0.464
Broccoli,0.329
Paopaojiao (Jingpin),0.414
Yunnan Shengcai,0.459
Eggplant (2),0.53
Xixia Mushroom (1),0.138
Net Lotus Root (1),0.965
Sweet Chinese Cabbage,1.541
Yunnan Shengcai,0.397
Red Pepper (1),0.163
Broccoli,0.293
Green Hot Peppers,0.25
Naibaicai,0.503
Broccoli,0.515
Shanghaiqing,0.724
High Melon (1),0.259
Xixia Mushroom (1),0.17
Qinggengsanhua,0.476
Shanghaiqing,0.535
Eggplant (2),0.645
Qinggengsanhua,0.689
Naibaicai,0.427
Red Pepper (1),0.494
Spinach,0.465
Ping Mushroom,0.351
Ping Mushroom,0.351
Needle Mushroom (1),0.451
Chinese Cabbage,0.582
Ping Mushroom,0.268
Ping Mushroom,0.318
Yunnan Lettuces,0.331
Broccoli,0.415
Paopaojiao (Jingpin),0.15
Xixia Mushroom (1),0.206
Shanghaiqing,0.412
Paopaojiao (Jingpin),0.439
Apricot Bao Mushroom (1),0.392
Millet Pepper,0.1
Xixia Mushroom (1),0.257
The White Mushroom (Bag),1.0
Broccoli,1.359
Niushou Youcai,0.769
Naibaicai,0.779
Xixia Mushroom (1),0.206
Net Lotus Root (1),0.338
Net Lotus Root (1),1.441
Yunnan Shengcai,0.355
Niushou Youcai,0.351
Wawacai,1.0
Yunnan Lettuces,0.431
Niushou Youcai,0.334
Yellow Xincai (1),0.745
Millet Pepper,0.109
Xixia Mushroom (1),0.358
Haixian Mushroom (1),0.211
Net Lotus Root (1),0.313
Zhuyecai,0.535
Xixia Mushroom (1),0.28
Broccoli,0.415
Xixia Mushroom (1),0.532
Broccoli,0.544
Yunnan Shengcai,0.616
Broccoli,0.329
Zhuyecai,0.552
Net Lotus Root (1),0.952
Xixia Mushroom (1),0.564
Millet Pepper,0.1
Xixia Mushroom (1),0.541
Red Pepper (1),0.219
Net Lotus Root (1),0.426
Chinese Cabbage,1.055
Net Lotus Root (1),0.489
Yellow Xincai (1),0.573
Paopaojiao (Jingpin),0.138
Millet Pepper,0.042
Broccoli,0.451
Spinach,0.594
Luosi Pepper,0.361
Luosi Pepper,0.371
Needle Mushroom (Bag) (1),1.0
Jigu Mushroom (Bunch),1.0
Ping Mushroom,0.401
Broccoli,0.579
Eggplant (2),0.53
Yunnan Shengcai,0.24
Broccoli,0.465
Apricot Bao Mushroom (1),0.451
Net Lotus Root (1),0.752
Broccoli,0.258
Jigu Mushroom (1),0.156
Net Lotus Root (1),0.602
Broccoli,0.393
Xixia Mushroom (1),0.578
Spinach,0.272
Broccoli,0.458
Net Lotus Root (1),0.714
Xixia Mushroom (1),0.381
Luosi Pepper,0.531
Zhuyecai,0.535
Chinese Cabbage,0.282
Green Hot Peppers,0.465
Zhuyecai,0.485
Millet Pepper,0.175
Xixia Mushroom (1),0.252
Eggplant (2),0.301
Net Lotus Root (1),0.326
Needle Mushroom (1),0.313
Yellow Xincai (1),0.544
Xixia Mushroom (1),0.252
Naibaicai,0.528
Yunnan Shengcai,1.044
Garden Chrysanthemum,0.309
Xixia Mushroom (1),0.161
Needle Mushroom (1),0.401
Yellow Xincai (1),0.759
Haixian Mushroom (Bag) (1),1.0
Net Lotus Root (1),0.489
Paopaojiao (Jingpin),0.677
Naibaicai,0.477
Ping Mushroom,0.334
Net Lotus Root (1),0.514
Red Pepper (1),0.232
Jigu Mushroom (Bunch),1.0
Bell Pepper (1),0.3
Qinggengsanhua,0.439
Qinggengsanhua,0.576
Paopaojiao (Jingpin),0.338
Yellow Xincai (1),0.86
Xixia Mushroom (1),0.138
Broccoli,0.279
Yunnan Shengcai,0.261
Xixia Mushroom (1),0.197
Net Lotus Root (1),0.414
Broccoli,0.415
Broccoli,0.265
Net Lotus Root (1),0.338
The White Mushroom (Bag),1.0
Niushou Youcai,0.552
Luosi Pepper,0.531
High Melon (1),0.25
Garden Chrysanthemum,0.71
Huangbaicai (2),0.677
Net Lotus Root (1),0.489
Xixia Mushroom (1),0.977
Green Line Pepper,0.373
Xixia Mushroom (1),0.243
Spinach,0.329
Caixin,0.414
Yunnan Shengcai,0.334
Qinggengsanhua,0.752
Xixia Mushroom (1),0.22
Needle Mushroom (1),0.414
Yunnan Shengcai,0.428
Apricot Bao Mushroom (1),0.292
Xixia Mushroom (1),0.257
Paopaojiao (Jingpin),0.263
Broccoli,0.329
Green Line Pepper,0.228
Net Lotus Root (1),0.238
Millet Pepper,0.05
Niushou Youcai,0.368
Xixia Mushroom (1),0.188
Net Lotus Root (1),0.263
Needle Mushroom (1),0.439
Paopaojiao (Jingpin),0.476
Chinese Cabbage,0.854
Haixian Mushroom (1),0.117
Apricot Bao Mushroom (1),0.267
Apricot Bao Mushroom (1),0.167
Net Lotus Root (1),0.79
Naibaicai,0.452
Paopaojiao (Jingpin),0.739
Broccoli,0.959
Yunnan Shengcai,0.741
Net Lotus Root (1),0.94
Qinggengsanhua,0.84
Spinach,0.293
Net Lotus Root (1),0.539
Spinach,0.272
Needle Mushroom (1),0.414
Net Lotus Root (1),0.313
Haixian Mushroom (Bag) (1),1.0
Net Lotus Root (1),0.439
Broccoli,0.479
Sweet Chinese Cabbage,0.99
Net Lotus Root (1),1.015
Yunnan Shengcai,0.324
Haixian Mushroom (Bag) (1),1.0
Paopaojiao (Jingpin),0.301
Broccoli,0.494
Paopaojiao (Jingpin),0.175
Yunnan Shengcai,0.428
Xixia Mushroom (1),0.257
Qinggengsanhua,0.376
Paopaojiao (Jingpin),0.175
Needle Mushroom (1),0.426
Garden Chrysanthemum,0.326
Naibaicai,0.201
Paopaojiao (Jingpin),0.451
Yunnan Shengcai,0.407
Spinach,0.308
Yunnan Lettuces,0.321
Net Lotus Root (1),0.489
Paopaojiao (Jingpin),0.276
Chinese Cabbage,0.704
Zhuyecai,0.334
Net Lotus Root (1),0.476
Broccoli,0.544
Caixin,0.677
Yunnan Lettuces,0.451
Net Lotus Root (1),0.389
Shanghaiqing,0.679
Niushou Youcai,0.201
Paopaojiao (Jingpin),0.175
Xixia Mushroom (1),0.165
Yunnan Lettuces,0.231
Xixia Mushroom (1),0.61
Paopaojiao (Jingpin),0.439
Sweet Chinese Cabbage,0.602
Yunnan Shengcai,0.491
Qinggengsanhua,0.288
Green Line Pepper,0.118
Millet Pepper,0.05
Niushou Youcai,0.301
Net Lotus Root (1),1.717
Yunnan Lettuces,0.281
Broccoli,0.329
Paopaojiao (Jingpin),0.376
Haixian Mushroom (1),0.011
Red Pepper (1),0.175
Qinggengsanhua,0.752
Naibaicai,0.653
Xixia Mushroom (1),0.202
Chinese Cabbage,0.532
Zhuyecai,0.853
Red Hang Pepper,0.279
Net Lotus Root (1),0.602
Yunnan Shengcai,0.428
Green Line Pepper,0.182
Qinggengsanhua,0.576
Paopaojiao (Jingpin),0.689
High Melon (1),0.217
Niushou Youcai,0.284
Xixia Mushroom (1),0.436
Qinggengsanhua,0.338
Apricot Bao Mushroom (1),0.276
High Melon (1),0.384
Needle Mushroom (1),0.351
Yunnan Shengcai,0.219
Net Lotus Root (1),1.779
Haixian Mushroom (1),0.323
Broccoli,0.429
Xixia Mushroom (1),0.454
Niushou Youcai,0.435
Net Lotus Root (1),0.689
Yunnan Lettuces,0.22
Yunnan Shengcai,0.397
Sweet Chinese Cabbage,0.614
Red Pepper (1),0.232
Broccoli,0.436
Needle Mushroom (1),0.426
Ping Mushroom,0.318
Broccoli,0.544
Luosi Pepper,0.241
Net Lotus Root (1),0.677
Round Eggplant (2),0.377
Garden Chrysanthemum,0.334
Spinach,0.343
Broccoli,0.522
Paopaojiao (Jingpin),0.288
Naibaicai,0.653
Paopaojiao (Jingpin),0.426
Wawacai,1.0
Round Eggplant (2),0.955
Qinggengsanhua,0.727
Xixia Mushroom (1),0.509
Qinggengsanhua,0.476
Green Line Pepper,0.082
Needle Mushroom (1),0.389
Needle Mushroom (1),0.426
Xixia Mushroom (1),0.385
Broccoli,0.529
Shanghaiqing,0.434
Needle Mushroom (1),0.426
Yunnan Shengcai,0.564
Qinggengsanhua,0.802
Chinese Cabbage,0.344
Zhuyecai,0.435
Jigu Mushroom (1),0.134
Luosi Pepper,0.301
Broccoli,0.365
Red Hang Pepper,0.165
Broccoli,0.572
Xixia Mushroom (1),0.349
Apricot Bao Mushroom (1),0.309
Paopaojiao (Jingpin),0.15
Yunnan Lettuces,0.321
Broccoli,0.343
Naibaicai,0.276
Paopaojiao (Jingpin),0.501
Spinach,0.322
Net Lotus Root (1),0.84
Spinach,0.515
Bell Pepper (1),0.388
Ping Mushroom,0.217
Qinggengsanhua,0.614
Naibaicai,0.327
Net Lotus Root (1),0.313
Paopaojiao (Jingpin),0.138
Red Pepper (1),0.376
Yellow Xincai (1),0.587
Net Lotus Root (1),0.576
Needle Mushroom (1),0.414
Net Lotus Root (1),0.414
Xixia Mushroom (1),0.17
Yunnan Lettuces,0.481
Apricot Bao Mushroom (1),0.167
Jigu Mushroom (Bunch),1.0
Zhuyecai,0.435
Paopaojiao (Jingpin),0.301
Naibaicai,0.427
Broccoli,0.436
Sweet Chinese Cabbage,1.203
Spinach,0.551
Millet Pepper,0.058
Ping Mushroom,0.368
Green Line Pepper,0.1
Red Hang Pepper,0.122
Shanghaiqing,0.345
Paopaojiao (Jingpin),0.226
Millet Pepper,0.033
Yunnan Shengcai,0.397
Qinggengsanhua,0.288
Sweet Chinese Cabbage,0.689
Jigu Mushroom (1),0.295
Naibaicai,0.779
Yunnan Shengcai,0.71
Paopaojiao (Jingpin),0.363
Yunnan Lettuces,0.451
Yunnan Shengcai,0.334
Yunnan Shengcai,0.397
Round Eggplant (2),1.106
Broccoli,0.386
Caixin,0.338
Apricot Bao Mushroom (1),0.167
Luosi Pepper,0.19
Yunnan Shengcai,0.313
Xixia Mushroom (1),0.528
Broccoli,0.515
Bell Pepper (1),0.294
Yunnan Shengcai,0.647
Round Eggplant (2),1.005
Paopaojiao (Jingpin),0.113
Broccoli,0.537
Green Hot Peppers,0.258
Red Pepper (1),0.3
Bell Pepper (1),0.319
Needle Mushroom (1),0.401
Yunnan Shengcai,0.449
Luosi Pepper,0.341
Spinach,0.579
Sweet Chinese Cabbage,1.83
Eggplant (2),0.559
Yunnan Lettuces,0.491
Luosi Pepper,0.281
Apricot Bao Mushroom (1),0.426
Net Lotus Root (1),0.439
Broccoli,0.308
Red Pepper (1),0.182
Net Lotus Root (1),0.827
Qinggengsanhua,0.476
Green Hot Peppers,0.215
Red Pepper (1),0.125
Ping Mushroom,0.284
Garden Chrysanthemum,0.159
Xixia Mushroom (1),0.087
Spinach,0.336
Paopaojiao (Jingpin),0.389
Ping Mushroom,0.268
Ping Mushroom,0.284
Haixian Mushroom (Bag) (1),1.0
Zhuyecai,0.636
Yunnan Shengcai,0.345
Yunnan Shengcai,0.386
Qinggengsanhua,0.576
High Melon (1),0.242
Net Lotus Root (1),0.915
Net Lotus Root (1),1.266
Paopaojiao (Jingpin),0.564
Paopaojiao (Jingpin),0.338
Net Lotus Root (1),0.464
Qinggengsanhua,0.476
Chinese Cabbage,0.325
Xixia Mushroom (1),0.142
Millet Pepper,0.033
Yunnan Shengcai,0.449
Green Line Pepper,0.109
Qinggengsanhua,0.326
Xixia Mushroom (1),0.312
Broccoli,0.601
Apricot Bao Mushroom (1),0.276
Red Pepper (1),0.376
Green Line Pepper,0.055
Garden Chrysanthemum,0.543
Ping Mushroom,0.368
Ping Mushroom,0.268
Millet Pepper,0.075
Broccoli,0.472
Paopaojiao (Jingpin),0.426
Yunnan Shengcai,0.428
Chinese Cabbage,1.683
Naibaicai,0.653
Yunnan Shengcai,0.438
Apricot Bao Mushroom (1),0.301
Broccoli,0.508
Red Pepper (1),0.213
Red Hang Pepper,0.136
Xixia Mushroom (1),0.252
Spinach,0.258
Broccoli,0.386
Green Line Pepper,0.082
Net Lotus Root (1),0.313
Paopaojiao (Jingpin),0.238
Xixia Mushroom (1),0.239
Luosi Pepper,0.231
Broccoli,0.63
Niushou Youcai,0.585
Broccoli,0.458
Chinese Cabbage,0.294
Xixia Mushroom (1),0.376
Apricot Bao Mushroom (1),0.309
Niushou Youcai,0.518
Millet Pepper,0.117
Naibaicai,0.251
Xixia Mushroom (1),0.156
Xixia Mushroom (1),0.22
Haixian Mushroom (1),0.423
Paopaojiao (Jingpin),0.163
Xixia Mushroom (1),0.202
Naibaicai,0.352
Qinggengsanhua,0.815
Luosi Pepper,0.16
Green Line Pepper,0.137
Naibaicai,0.578
Qinggengsanhua,0.589
Xixia Mushroom (1),0.22
Qinggengsanhua,0.752
Luosi Pepper,0.13
Red Pepper (1),0.131
Millet Pepper,0.042
Qinggengsanhua,0.764
Spinach,0.472
Needle Mushroom (1),0.376
Ping Mushroom,0.251
Yunnan Shengcai,0.157
Caixin,0.288
Chinese Cabbage,0.829
Xixia Mushroom (1),0.184
Yunnan Shengcai,0.386
Yunnan Shengcai,0.313
Xixia Mushroom (1),0.266
Red Pepper (1),0.376
Bell Pepper (1),0.338
Paopaojiao (Jingpin),0.226
Xixia Mushroom (1),0.115
Garden Chrysanthemum,0.301
Broccoli,0.393
Huangbaicai (2),0.338
Zhuyecai,0.318
Needle Mushroom (1),0.376
Luosi Pepper,0.2
Xixia Mushroom (1),0.33
Huangbaicai (2),0.376
Spinach,0.336
Broccoli,0.3
Broccoli,0.572
Paopaojiao (Jingpin),0.251
Zhuyecai,0.452
Yunnan Shengcai,0.762
Paopaojiao (Jingpin),1.028
Green Line Pepper,0.592
Millet Pepper,0.159
Xixia Mushroom (1),0.376
Jigu Mushroom (1),0.195
Broccoli,0.701
Xixia Mushroom (1),0.321
Ping Mushroom,0.318
Yunnan Lettuces,0.251
Jigu Mushroom (1),0.139
Xixia Mushroom (1),0.358
Xixia Mushroom (1),0.128
Needle Mushroom (1),0.363
Red Hang Pepper,0.358
Yunnan Shengcai,0.261
Xixia Mushroom (1),0.078
Broccoli,0.343
Net Lotus Root (1),0.351
Yunnan Lettuces,0.371
Naibaicai,0.528
Niushou Youcai,0.418
Needle Mushroom (1),0.401
Haixian Mushroom (1),0.15
Yunnan Shengcai,0.136
Jigu Mushroom (1),0.1
Niushou Youcai,0.418
Qinggengsanhua,0.714
Qinggengsanhua,0.464
Xixia Mushroom (1),0.216
Sweet Chinese Cabbage,1.015
Paopaojiao (Jingpin),0.414
Millet Pepper,0.1
Chinese Cabbage,1.005
Chinese Cabbage,1.231
Eggplant (2),0.673
Chinese Cabbage,0.35
Paopaojiao (Jingpin),0.389
Naibaicai,0.829
Broccoli,1.123
Zhuyecai,0.468
Paopaojiao (Jingpin),0.526
Needle Mushroom (1),0.439
Millet Pepper,0.033
Spinach,0.565
Red Pepper (1),0.119
Red Hang Pepper,0.029
Naibaicai,0.477
Xixia Mushroom (1),0.128
Naibaicai,0.603
Yunnan Lettuces,0.711
Needle Mushroom (1),0.175
Needle Mushroom (1),0.138
Red Pepper (1),0.401
Chinese Cabbage,1.106
Paopaojiao (Jingpin),0.313
Net Lotus Root (1),0.977
Luosi Pepper,0.13
Eggplant (2),0.544
Qinggengsanhua,0.664
Net Lotus Root (1),0.539
Apricot Bao Mushroom (1),0.326
Broccoli,0.315
Paopaojiao (Jingpin),0.439
Zhuyecai,0.435
Zhuyecai,0.485
Eggplant (2),1.132
Needle Mushroom (1),0.414
Needle Mushroom (1),0.351
Naibaicai,0.452
Niushou Youcai,0.502
Yellow Xincai (1),0.817
Luosi Pepper,0.2
Round Eggplant (2),0.503
Chinese Cabbage,0.352
Yunnan Lettuces,0.631
Yunnan Shengcai,0.908
Eggplant (2),0.602
Spinach,0.315
Broccoli,0.501
Needle Mushroom (1),0.376
Paopaojiao (Jingpin),0.376
Xixia Mushroom (1),0.229
Xixia Mushroom (1),0.239
Apricot Bao Mushroom (1),0.417
Spinach,0.537
Net Lotus Root (1),0.426
Xixia Mushroom (1),0.193
Millet Pepper,0.1
The White Mushroom (Bag),1.0
Broccoli,0.579
Green Eggplant (1),0.719
Xixia Mushroom (1),0.266
Chinese Cabbage,1.005
Net Lotus Root (1),1.303
Broccoli,0.222
Spinach,0.279
Needle Mushroom (1),0.376
Ping Mushroom,0.284
Garden Chrysanthemum,0.334
Yunnan Shengcai,0.418
Xixia Mushroom (1),0.124
Yunnan Lettuces,0.311
Green Eggplant (1),0.418
Broccoli,0.408
Garden Chrysanthemum,0.1
Yunnan Shengcai,0.376
Needle Mushroom (1),0.376
Round Eggplant (2),0.905
Paopaojiao (Jingpin),0.138
Zhuyecai,0.284
Caixin,0.977
Paopaojiao (Jingpin),0.201
Xixia Mushroom (1),0.298
Millet Pepper,0.058
Chinese Cabbage,0.678
Broccoli,0.558
Green Line Pepper,0.21
Paopaojiao (Jingpin),0.213
Needle Mushroom (1),0.276
Garden Chrysanthemum,0.384
Huangbaicai (2),0.351
Sweet Chinese Cabbage,0.689
Red Hang Pepper,0.043
Green Line Pepper,0.118
Broccoli,0.465
Niushou Youcai,0.234
Red Pepper (1),0.225
Paopaojiao (Jingpin),0.163
Net Lotus Root (1),0.439
Apricot Bao Mushroom (1),0.25
Paopaojiao (Jingpin),0.138
Shanghaiqing,0.746
Zhuyecai,0.92
Yunnan Shengcai,0.334
Caixin,0.326
Paopaojiao (Jingpin),0.338
Red Pepper (1),0.35
Net Lotus Root (1),0.439
Xixia Mushroom (1),0.142
Niushou Youcai,0.368
Spinach,0.594
Xixia Mushroom (1),0.45
Broccoli,0.458
Needle Mushroom (1),0.376
Yellow Xincai (1),0.673
Yunnan Shengcai,0.376
Millet Pepper,0.109
Needle Mushroom (1),0.439
Needle Mushroom (1),0.426
Apricot Bao Mushroom (1),0.676
Millet Pepper,0.15
Qinggengsanhua,0.79
Xixia Mushroom (1),0.33
Broccoli,0.508
Yunnan Shengcai,0.47
Yunnan Lettuces,0.651
Haixian Mushroom (1),0.178
Yunnan Lettuces,0.411
Millet Pepper,0.084
Luosi Pepper,0.17
Chinese Cabbage,0.282
Qinggengsanhua,0.401
Xixia Mushroom (1),0.358
Luosi Pepper,0.21
Yunnan Shengcai,0.282
Haixian Mushroom (1),0.117
Paopaojiao (Jingpin),0.188
Wawacai,1.0
Yunnan Shengcai,0.491
Xixia Mushroom (1),0.266
Yunnan Shengcai,0.564
Green Line Pepper,0.2
Naibaicai,0.402
Yunnan Shengcai,0.219
Chinese Cabbage,1.08
Yunnan Shengcai,0.397
Wawacai,1.0
Yunnan Lettuces,0.772
Yunnan Shengcai,0.324
Spinach,0.222
Wawacai,1.0
Xixia Mushroom (1),0.229
Ping Mushroom,0.368
Green Line Pepper,0.255
Chinese Cabbage,1.055
Millet Pepper,0.117
Green Line Pepper,0.219
Xixia Mushroom (1),0.096
Broccoli,0.408
Yunnan Lettuces,0.431
Eggplant (2),0.573
Garden Chrysanthemum,0.334
Spinach,0.494
Ping Mushroom,0.368
Yunnan Shengcai,0.303
Ping Mushroom,0.334
Paopaojiao (Jingpin),0.501
Broccoli,0.415
Broccoli,1.037
Xixia Mushroom (1),0.33
Yunnan Shengcai,0.647
Millet Pepper,0.092
Eggplant (2),0.416
Haixian Mushroom (1),0.189
Millet Pepper,0.058
Green Line Pepper,0.219
Yunnan Shengcai,0.814
Yunnan Shengcai,0.407
Broccoli,0.479
Millet Pepper,0.117
Round Eggplant (2),0.553
Chinese Cabbage,0.313
Paopaojiao (Jingpin),0.301
Xixia Mushroom (1),0.307
Paopaojiao (Jingpin),0.213
Yunnan Lettuces,0.261
Yunnan Shengcai,1.211
Spinach,0.308
Shanghaiqing,0.423
Jigu Mushroom (1),0.206
Yunnan Shengcai,0.564
Qinggengsanhua,0.802
Xixia Mushroom (1),0.165
Jigu Mushroom (1),0.095
Xixia Mushroom (1),0.307
Niushou Youcai,0.334
Yunnan Lettuces,0.361
Paopaojiao (Jingpin),0.526
Needle Mushroom (1),0.363
Broccoli,0.308
Yunnan Shengcai,0.47
Broccoli,0.386
Yunnan Shengcai,0.303
Paopaojiao (Jingpin),0.94
Caixin,0.326
Ping Mushroom,0.334
Yunnan Shengcai,0.334
Broccoli,0.351
Spinach,0.25
Yunnan Shengcai,0.219
Millet Pepper,0.092
Broccoli,0.78
Xixia Mushroom (1),0.138
Chinese Cabbage,0.578
Needle Mushroom (1),0.363
Chinese Cabbage,0.905
Needle Mushroom (1),0.376
Net Lotus Root (1),0.94
Shanghaiqing,0.702
Yunnan Shengcai,0.209
Broccoli,0.501
Broccoli,0.873
Garden Chrysanthemum,0.609
Yunnan Shengcai,0.188
Yellow Xincai (1),0.659
Broccoli,0.908
Net Lotus Root (1),0.464
Eggplant (2),0.86
Yunnan Shengcai,0.365
Green Eggplant (1),0.468
Yunnan Lettuces,0.361
Naibaicai,0.251
Round Eggplant (2),0.503
Yunnan Shengcai,0.355
Green Eggplant (1),0.702
Qinggengsanhua,0.602
Paopaojiao (Jingpin),0.313
Xixia Mushroom (1),0.101
Net Lotus Root (1),0.401
Caixin,0.539
Qinggengsanhua,0.677
Caixin,0.313
Naibaicai,0.302
Broccoli,0.401
Xixia Mushroom (1),0.275
Naibaicai,0.603
Green Line Pepper,0.118
Yunnan Shengcai,0.345
Xixia Mushroom (1),0.33
Broccoli,0.444
Net Lotus Root (1),0.576
Xixia Mushroom (1),0.33
Spinach,0.3
Haixian Mushroom (1),0.206
Millet Pepper,0.1
Yunnan Shengcai,0.47
Garden Chrysanthemum,0.326
Red Pepper (1),0.182
Net Lotus Root (1),0.363
Paopaojiao (Jingpin),0.464
Paopaojiao (Jingpin),0.201
Xixia Mushroom (1),0.344
Fresh Black Fungus (1),0.215
Yunnan Shengcai,0.292
Needle Mushroom (1),0.414
Eggplant (2),0.272
Wawacai,1.0
Broccoli,0.458
Sweet Chinese Cabbage,1.391
Sweet Chinese Cabbage,1.153
Red Hang Pepper,0.079
Yunnan Shengcai,0.261
Ping Mushroom,0.284
Millet Pepper,0.167
Xixia Mushroom (1),0.234
Qinggengsanhua,0.376
The White Mushroom (Bag),1.0
Yunnan Shengcai,0.355
Garden Chrysanthemum,0.609
Paopaojiao (Jingpin),0.263
Huangbaicai (2),0.326
Naibaicai,0.477
Chinese Cabbage,0.682
Qinggengsanhua,0.727
Chinese Cabbage,1.809
Xixia Mushroom (1),0.206
Yunnan Lettuces,0.431
Broccoli,0.3
Red Hang Pepper,0.064
Paopaojiao (Jingpin),0.125
Chinese Cabbage,1.784
Eggplant (2),0.272
Red Pepper (1),0.357
Broccoli,0.579
Paopaojiao (Jingpin),0.251
Naibaicai,0.452
Huangbaicai (2),0.426
Yunnan Shengcai,0.188
Net Lotus Root (1),0.739
Paopaojiao (Jingpin),0.251
Caixin,0.501
Spinach,0.25
Broccoli,0.486
Green Hot Peppers,0.386
Yunnan Lettuces,0.431
Xixia Mushroom (1),0.303
Apricot Bao Mushroom (1),0.334
Needle Mushroom (1),0.426
Xixia Mushroom (1),0.44
Net Lotus Root (1),0.376
Paopaojiao (Jingpin),0.389
Paopaojiao (Jingpin),0.138
Xixia Mushroom (1),0.551
Garden Chrysanthemum,0.409
Broccoli,0.265
Xixia Mushroom (1),0.147
Needle Mushroom (1),0.401
Needle Mushroom (1),0.376
Broccoli,0.465
Xixia Mushroom (1),0.229
Net Lotus Root (1),1.078
Haixian Mushroom (Bag) (1),1.0
Yunnan Lettuces,0.481
Bell Pepper (1),0.313
Ping Mushroom,0.234
Naibaicai,0.804
Broccoli,0.343
Yunnan Shengcai,0.282
Huangbaicai (2),0.489
Xixia Mushroom (1),0.344
Naibaicai,0.528
Red Hang Pepper,0.15
Luosi Pepper,0.321
Caixin,0.815
Yunnan Shengcai,0.334
Yunnan Shengcai,0.125
Paopaojiao (Jingpin),0.251
Spinach,0.293
Caixin,0.464
Paopaojiao (Jingpin),0.514
The White Mushroom (Bag),1.0
Round Eggplant (2),0.804
Huangbaicai (2),0.414
Yunnan Lettuces,0.421
Net Lotus Root (1),0.489
Round Eggplant (2),0.427
Broccoli,0.501
Broccoli,0.472
Yunnan Lettuces,0.251
Xixia Mushroom (1),0.128
Yunnan Shengcai,0.397
Red Hang Pepper,0.05
Caixin,0.602
Apricot Bao Mushroom (Bag),1.0
Naibaicai,0.477
Shanghaiqing,0.223
Red Pepper (1),0.219
Paopaojiao (Jingpin),0.163
Yunnan Shengcai,0.271
Needle Mushroom (1),0.401
